Date,Open,High,Low,Close,Volume
2023-02-17,131.51000000000002,135.49,128.65,134.58,772280
2023-02-18,139.02,140.97,135.74,136.46,656110
2023-02-19,130.57,133.14,124.64,129.91,664396
2023-02-20,130.2,135.98999999999998,128.01999999999998,131.7,582315
2023-02-21,133.76,133.54999999999998,127.75,130.66,107967
2023-02-22,128.67999999999998,130.31,123.96,128.45,636159
2023-02-23,133.76000000000002,136.41,128.22,131.4,325371
2023-02-24,136.16,140.92000000000002,130.72,136.02,308524
2023-02-25,144.37,144.57,134.8,140.25,829630
2023-02-26,140.89999999999998,139.39,134.57,137.39,264685
2023-02-27,136.16,140.41,134.64,136.66,652467
2023-02-28,140.42,140.97,134.72,138.48,351537
2023-03-01,144.17,143.88,137.35999999999999,142.88,807548
2023-03-02,144.21,147.02,139.81,141.47,659550
2023-03-03,139.29,142.47,137.29,141.22,479551
2023-03-04,138.67000000000002,143.03,133.33,137.3,571082
2023-03-05,135.13,135.95999999999998,128.48,133.01,160545
2023-03-06,133.23999999999998,138.28,135.54,136.76,334555
2023-03-07,140.32,146.17,138.25,142.69,323894
2023-03-08,138.82,148.20000000000002,137.4,142.9,827506
2023-03-09,146.87,151.94,145.92,147.41,402066
2023-03-10,150.8,154.3,147.55,149.36,667201
2023-03-11,150.28,151.4,141.44,147.28,459177
2023-03-12,149.38,153.54,147.73,149.23,466936
2023-03-13,159.14,161.04999999999998,150.68,155.88,350497
2023-03-14,153.48000000000002,158.11,153.03,156.24,543057
2023-03-15,159.58,166.18,161.13,162.99,801692
2023-03-16,152.89999999999998,154.73,147.72,153.01,585278
2023-03-17,157.57000000000002,162.73000000000002,153.85000000000002,156.8,256104
2023-03-18,157.58,163.34,154.32,157.65,793206
2023-03-19,152.82,157.67,154.47,156.95,814834
2023-03-20,157.64,162.2,154.06,157.82,144936
2023-03-21,147.76,155.96,148.97,150.37,785154
2023-03-22,151.33,151.48000000000002,147.34,149.99,816948
2023-03-23,152.64999999999998,155.54,146.08999999999997,151.92,302056
2023-03-24,156.45000000000002,163.87,156.41000000000003,158.33,325469
2023-03-25,155.73,157.45,152.64999999999998,156.76,128141
2023-03-26,151.91,158.37,151.74,154.03,237478
2023-03-27,152.39000000000001,154.66,147.77,152.52,197359
2023-03-28,158.59,162.26000000000002,155.46,156.68,254363
2023-03-29,156.53,164.34,152.67,158.5,665856
2023-03-30,157.89,162.57,153.88,156.88,721827
2023-03-31,158.37,162.54000000000002,157.63,159.43,671139
2023-04-01,158.73,165.56,159.42,160.32,593158
2023-04-02,164.48,169.84,163.26,164.69,679111
2023-04-03,160.31,164.64,159.01999999999998,162.38,123312
2023-04-04,160.45999999999998,166.63,159.22,161.57,527387
2023-04-05,158.1,161.2,155.44,160.5,534995
2023-04-06,159.08,158.93,152.28,155.15,824188
2023-04-07,156.91,158.61,154.97,156.84,600531
2023-04-08,156.98,159.54,154.49,158.38,898843
2023-04-09,159.33,159.82,154.51000000000002,158.9,596037
2023-04-10,158.24,162.79000000000002,157.04000000000002,158.46,349062
2023-04-11,152.86,155.67000000000002,151.88000000000002,153.3,508638
2023-04-12,153.35,156.61,151.42000000000002,152.12,535684
2023-04-13,152.77,152.11,146.7,151.25,656659
2023-04-14,147.48,150.76999999999998,144.39,148.54,157022
2023-04-15,147.23999999999998,151.85999999999999,145.27999999999997,148.39,433373
2023-04-16,149.95999999999998,155.35999999999999,145.37,150.51,199071
2023-04-17,153.95000000000002,160.8,153.62,158.55,282268
2023-04-18,156.72,163.69,156.03,159.75,458918
2023-04-19,164.01,166.65,156.0,161.28,589626
2023-04-20,164.76999999999998,165.36999999999998,159.85,161.48,388859
2023-04-21,153.81,156.09,153.19,154.31,724141
2023-04-22,155.85,155.32999999999998,152.72,154.7,655462
2023-04-23,156.06,160.73,154.63,155.44,597660
2023-04-24,171.96,166.42000000000002,162.38000000000002,165.8,176373
2023-04-25,167.77,170.84,159.88,165.53,293021
2023-04-26,166.97,170.64,166.51,167.23,293718
2023-04-27,165.68,173.25,166.42000000000002,167.59,694305
2023-04-28,160.20999999999998,168.30999999999997,160.42999999999998,163.42,163037
2023-04-29,168.9,174.48000000000002,162.85000000000002,168.49,714106
2023-04-30,170.49,174.43,169.76,172.0,630836
2023-05-01,172.82,180.38,172.37,175.66,741269
2023-05-02,171.24,175.24,171.8,172.53,334213
2023-05-03,176.48,181.77999999999997,177.32,178.64,304366
2023-05-04,176.9,177.48,167.6,173.53,602420
2023-05-05,178.14,181.69,170.57,176.38,254249
2023-05-06,185.61999999999998,191.54999999999998,185.10999999999999,185.64,386166
2023-05-07,185.14000000000001,186.91,176.45000000000002,182.18,730585
2023-05-08,180.56,183.21,176.39,180.41,760902
2023-05-09,179.59,184.13,176.04,181.31,322084
2023-05-10,182.85000000000002,184.36,176.8,179.8,589536
2023-05-11,175.17000000000002,175.9,170.75,174.09,160428
2023-05-12,172.8,175.98000000000002,171.68,174.87,778100
2023-05-13,170.74,173.57,166.95000000000002,171.12,421497
2023-05-14,171.76,175.59,172.23999999999998,173.51,737420
2023-05-15,167.56,172.46,169.67000000000002,170.33,287604
2023-05-16,178.88,178.81,174.84,177.03,640340
2023-05-17,178.22,175.13,170.02,174.4,200689
2023-05-18,170.81,174.21,172.0,173.61,802436
2023-05-19,178.5,183.3,173.17000000000002,177.37,546636
2023-05-20,171.64,175.79,167.10999999999999,172.94,756031
2023-05-21,173.38,176.96,173.32999999999998,174.35,362307
2023-05-22,178.9,184.32000000000002,175.88000000000002,180.08,403568
2023-05-23,172.42000000000002,175.85,171.21,174.15,602754
2023-05-24,175.48999999999998,181.10999999999999,170.11999999999998,175.39,563547
2023-05-25,175.27,181.75,175.46,176.93,503850
2023-05-26,181.1,181.55,176.25,180.56,235870
2023-05-27,176.01000000000002,178.91000000000003,171.0,176.11,384564
2023-05-28,170.85000000000002,176.67000000000002,165.63000000000002,171.33,610259
2023-05-29,172.1,179.61999999999998,169.66,173.92,744863
2023-05-30,174.45,178.67,172.37,175.6,882518
2023-05-31,178.62,180.98000000000002,173.21,177.11,391444
2023-06-01,179.99,180.41,173.71,178.99,110749
2023-06-02,174.81,182.72,173.13000000000002,176.77,728419
2023-06-03,178.39999999999998,179.97,177.53,178.2,780481
2023-06-04,181.37,185.56,174.25,179.87,399631
2023-06-05,174.18,181.59,173.23000000000002,177.52,325019
2023-06-06,186.57,189.32,181.26,185.48,526577
2023-06-07,186.54,191.19,186.18,187.87,697218
2023-06-08,184.75,185.38000000000002,179.49,183.61,769416
2023-06-09,185.2,188.2,184.06,186.73,390524
2023-06-10,179.73,185.05,179.26,183.34,356553
2023-06-11,183.72,188.51,185.89,186.98,548532
2023-06-12,192.22,196.91,188.0,192.12,819401
2023-06-13,189.86,191.77,183.34,189.34,479504
2023-06-14,191.88,194.51,192.92,193.69,153352
2023-06-15,197.12,201.67000000000002,189.97,195.84,524127
2023-06-16,196.31,204.99,196.89,199.63,263856
2023-06-17,207.59,213.32,202.43,207.72,103191
2023-06-18,204.81,213.2,202.42999999999998,207.23,728864
2023-06-19,203.42,206.18,201.1,204.72,295713
2023-06-20,201.75,204.34,197.1,201.66,542939
2023-06-21,197.18,203.57,193.57,198.9,103631
2023-06-22,198.32,203.42000000000002,196.37,199.09,237244
2023-06-23,202.95999999999998,202.29999999999998,198.64999999999998,200.95,404224
2023-06-24,201.41,207.55,198.39000000000001,202.56,320169
2023-06-25,208.04,208.1,201.43,206.37,714641
2023-06-26,204.66,208.64999999999998,202.23,206.92,513497
2023-06-27,214.3,216.69,208.35000000000002,213.24,652959
2023-06-28,215.56,216.44,209.78,212.68,747099
2023-06-29,219.12,227.75,219.06,224.06,806791
2023-06-30,225.47,228.06,225.9,227.06,321972
2023-07-01,225.28,229.46,220.64,224.13,877499
2023-07-02,219.94,222.31,219.82,220.35,489878
2023-07-03,223.52,223.99,220.49,222.78,848321
2023-07-04,221.17,227.76999999999998,219.85999999999999,222.38,608679
2023-07-05,225.91,231.5,223.06,225.74,521818
2023-07-06,227.82,233.37,223.79999999999998,228.13,844149
2023-07-07,230.68,233.29,225.70000000000002,228.34,778832
2023-07-08,225.97,229.56,222.49,225.46,804590
2023-07-09,220.58,223.43,218.09,219.9,107099
2023-07-10,217.79000000000002,219.59,216.06,218.61,873974
2023-07-11,221.56,225.29,220.79,222.54,518647
2023-07-12,223.01999999999998,226.44,222.98999999999998,223.89,680780
2023-07-13,220.2,221.34,215.59,219.41,196722
2023-07-14,219.76,225.07999999999998,216.42,220.6,654399
2023-07-15,223.22,225.86999999999998,218.73,222.64,163936
2023-07-16,223.76000000000002,220.56,216.56,219.61,777974
2023-07-17,222.46,222.43,218.13,220.72,323332
2023-07-18,220.81,225.72,216.21,221.46,825836
2023-07-19,219.78,218.29999999999998,214.03,217.38,873319
2023-07-20,218.49,224.49,216.17000000000002,219.31,423064
2023-07-21,217.98,225.28,221.42000000000002,222.06,587510
2023-07-22,224.86999999999998,230.02999999999997,224.51,226.89,163530
2023-07-23,227.85999999999999,235.35999999999999,229.01,231.6,529440
2023-07-24,225.89000000000001,231.63,223.9,226.59,369932
2023-07-25,223.38,225.75,219.65,223.34,652370
2023-07-26,229.25,230.13,222.47,225.9,713858
2023-07-27,229.11,232.07000000000002,224.62,228.46,725303
2023-07-28,230.58,232.99,226.31,231.02,832176
2023-07-29,248.59,252.26000000000002,241.96,246.93,247603
2023-07-30,245.29000000000002,254.6,245.26000000000002,249.71,718727
2023-07-31,255.23,258.88,249.0,254.76,241214
2023-08-01,260.61,264.25,258.46999999999997,259.07,739341
2023-08-02,259.22,267.45,260.6,262.18,672643
2023-08-03,263.71000000000004,265.82,260.88,261.42,503082
2023-08-04,265.63,270.05,260.89,264.95,301139
2023-08-05,261.53000000000003,266.7,256.92,262.36,858994
2023-08-06,263.18,266.15000000000003,260.07000000000005,261.91,749714
2023-08-07,265.01000000000005,264.37,254.87000000000003,260.47,688315
2023-08-08,261.66,265.94,260.47,261.3,551122
2023-08-09,271.56,272.43,265.42,271.06,259210
2023-08-10,263.16999999999996,269.42999999999995,261.65999999999997,264.09,192601
2023-08-11,265.63,272.63,266.27,267.33,129956
2023-08-12,263.04,262.04,258.21,261.38,338340
2023-08-13,258.29,265.04,258.09,260.0,729085
2023-08-14,264.99,266.06,262.78000000000003,264.85,569511
2023-08-15,264.65000000000003,267.95,263.42,265.61,760799
2023-08-16,262.76,266.39,256.88,261.8,521486
2023-08-17,260.11,260.82,255.97,259.44,703103
2023-08-18,264.72999999999996,267.65,260.44,262.65,139279
2023-08-19,259.21000000000004,265.31,256.37,260.23,471931
2023-08-20,261.06,264.89000000000004,257.16,261.6,248702
2023-08-21,260.32,262.82,260.28,262.28,161063
2023-08-22,259.28000000000003,262.25,257.40000000000003,260.17,873887
2023-08-23,270.0,273.14,268.08,269.25,354311
2023-08-24,273.8,278.19,270.79,272.29,752184
2023-08-25,262.85,268.66,260.44,264.69,790504
2023-08-26,267.67,267.86,264.43,265.93,545377
2023-08-27,266.48999999999995,267.77,260.39,263.78,589934
2023-08-28,268.52,271.16,263.29,267.69,619089
2023-08-29,268.77,269.81,263.93,265.02,846434
2023-08-30,263.51,266.15,261.44,265.06,308432
2023-08-31,265.09,272.27,265.66999999999996,267.58,282051
2023-09-01,267.99,275.03000000000003,265.75,271.55,197661
2023-09-02,270.24,273.05,264.09,267.25,797960
2023-09-03,267.72,268.79,261.48,266.41,552776
2023-09-04,264.9,268.99,261.48,265.01,571256
2023-09-05,263.46,268.53,262.15999999999997,262.9,223257
2023-09-06,268.21,271.52,266.47999999999996,270.46,369054
2023-09-07,277.46999999999997,278.22999999999996,266.84999999999997,272.58,659252
2023-09-08,268.28999999999996,272.30999999999995,264.21999999999997,268.03,518443
2023-09-09,272.43,273.08,267.2,272.21,421909
2023-09-10,282.64,283.35,275.83,281.19,854444
2023-09-11,286.78,290.21,284.07,285.82,732500
2023-09-12,280.7,281.12,278.58,280.25,663359
2023-09-13,277.23,282.51,274.95,278.81,212990
2023-09-14,285.32,286.78,281.62,284.38,169519
2023-09-15,285.81,285.97,276.93,282.05,109503
2023-09-16,287.01,285.07,278.87,284.32,291775
2023-09-17,291.11,293.21000000000004,285.48,287.92,719745
2023-09-18,283.69,290.56,282.90999999999997,284.71,813226
2023-09-19,282.99,290.8,280.18,284.97,247977
2023-09-20,272.26,277.13,270.5,272.51,670126
2023-09-21,269.02000000000004,270.13000000000005,263.89000000000004,268.91,551495
2023-09-22,270.59,273.07,265.57,268.4,713777
2023-09-23,260.53000000000003,264.55,259.74,263.91,126806
2023-09-24,274.0,271.56,269.91,270.94,276072
2023-09-25,265.40000000000003,268.0,261.79,265.72,515384
2023-09-26,263.60999999999996,267.65,261.47999999999996,264.46,170119
2023-09-27,263.46000000000004,270.22,261.75,265.48,285165
2023-09-28,268.44,276.01,270.33,271.75,729720
2023-09-29,268.15,269.45,261.95,266.5,570641
2023-09-30,271.81,273.66,266.41,271.66,571027
2023-10-01,269.62,278.18,270.51,272.2,507507
2023-10-02,266.18,271.60999999999996,267.74,268.77,802164
2023-10-03,270.45,274.1,270.49,271.12,184080
2023-10-04,275.76,273.82,268.39000000000004,272.42,352791
2023-10-05,269.99,275.38,266.67,270.51,177794
2023-10-06,268.28000000000003,275.61,267.78000000000003,271.29,392985
2023-10-07,269.76,271.96,268.47,270.25,224447
2023-10-08,270.65999999999997,272.15999999999997,268.56,271.21,220029
2023-10-09,268.97,278.6,270.59000000000003,274.36,279830
2023-10-10,281.09,285.3,277.96999999999997,281.2,607942
2023-10-11,276.29,278.75,270.82,276.75,438416
2023-10-12,287.16999999999996,291.51,284.53,285.78,661931
2023-10-13,282.17,279.8,274.15000000000003,278.47,406094
2023-10-14,280.61,281.24,275.64,278.36,287921
2023-10-15,280.68,286.91,278.36,281.22,462644
2023-10-16,280.63,285.65,278.39,282.84,783404
2023-10-17,286.0,284.86,276.54,280.85,598685
2023-10-18,280.64,283.21,274.57,280.52,487732
2023-10-19,279.08,281.06,277.84000000000003,279.05,640285
2023-10-20,277.14,283.1,276.12,277.19,722893
2023-10-21,281.48999999999995,283.84,276.60999999999996,281.09,444710
2023-10-22,282.72999999999996,288.44,279.34,283.02,850230
2023-10-23,279.59000000000003,282.5,278.73,280.74,769931
2023-10-24,283.75,286.51,283.9,284.84,732543
2023-10-25,286.5,287.24,285.59999999999997,286.57,884586
2023-10-26,289.23,294.4,284.9,290.32,551157
2023-10-27,291.90999999999997,295.86999999999995,291.78,293.34,158005
2023-10-28,290.73999999999995,295.78,288.25,290.53,317322
2023-10-29,288.28000000000003,291.89000000000004,287.04,288.79,289784
2023-10-30,295.28,298.09999999999997,289.82,292.27,667829
2023-10-31,289.92,296.74,294.34000000000003,295.22,123387
2023-11-01,297.81,300.90999999999997,292.28,295.63,804268
2023-11-02,299.09000000000003,301.37,295.73,296.6,185457
2023-11-03,298.06,306.95,297.31,302.21,244129
2023-11-04,299.66,305.5,298.56,300.35,688316
2023-11-05,302.28999999999996,307.71999999999997,299.55999999999995,303.03,743534
2023-11-06,299.91,306.67,297.39000000000004,302.73,417875
2023-11-07,300.79,303.57000000000005,298.27000000000004,302.35,780218
2023-11-08,305.03,307.93,303.82,307.25,279761
2023-11-09,314.55,316.61,308.77000000000004,311.05,668926
2023-11-10,316.68,318.7,312.48,314.81,584814
2023-11-11,323.07,325.40999999999997,316.34999999999997,320.53,277558
2023-11-12,322.55,324.26,315.14,321.11,644855
2023-11-13,322.08,325.48999999999995,320.2,324.34,522955
2023-11-14,322.55,324.79,320.03000000000003,323.6,682092
2023-11-15,326.37,329.65999999999997,320.87,325.39,470965
2023-11-16,322.93,328.24,322.31,325.37,103754
2023-11-17,327.69,327.86,325.43,326.26,651332
2023-11-18,328.65999999999997,332.34,325.55,329.14,167260
2023-11-19,325.62,327.22,320.6,326.37,166912
2023-11-20,336.66,338.94,333.78000000000003,335.24,356695
2023-11-21,332.61,333.70000000000005,327.42,331.72,632994
2023-11-22,326.64,332.25,325.75,327.36,895326
2023-11-23,334.81,334.7,329.04,332.49,446130
2023-11-24,334.0,339.16,335.13000000000005,336.16,806972
2023-11-25,340.38,339.71,336.16999999999996,339.15,129725
2023-11-26,343.36,343.07,337.51,342.17,236998
2023-11-27,342.0,345.28000000000003,340.21,342.62,204555
2023-11-28,340.17999999999995,342.66999999999996,335.36999999999995,339.53,361486
2023-11-29,337.83,344.13,335.46,340.33,895928
2023-11-30,339.97,340.22,332.52,338.12,680735
2023-12-01,342.15,346.84,340.72999999999996,342.52,785166
2023-12-02,341.39,347.67,339.74,342.44,665609
2023-12-03,341.73,344.42,338.29,339.63,877401
2023-12-04,337.44,339.57000000000005,332.89000000000004,338.85,333103
2023-12-05,338.18,344.14,335.4,341.0,515872
2023-12-06,336.14,340.33,335.78,339.25,155147
2023-12-07,337.66999999999996,338.28999999999996,331.33,336.46,715684
2023-12-08,335.37,343.86,334.56,337.93,542882
2023-12-09,342.92,340.69,335.48,339.41,575584
2023-12-10,333.71999999999997,341.12,336.89,337.88,400931
2023-12-11,339.89,340.4,331.85,336.5,344839
2023-12-12,338.35,342.29,336.73,337.93,556162
2023-12-13,332.45,336.21999999999997,327.59999999999997,332.64,646015
2023-12-14,326.42,328.06,322.71,327.51,863711
2023-12-15,325.93,327.43,320.73,325.13,195081
2023-12-16,324.7,328.13,324.08,324.78,484865
2023-12-17,328.72999999999996,327.5,324.34999999999997,326.52,865418
2023-12-18,333.15000000000003,335.35,330.97,332.92,692344
2023-12-19,337.15000000000003,337.53000000000003,334.37,336.85,758441
2023-12-20,335.97999999999996,337.64,335.72999999999996,336.71,789556
2023-12-21,337.03,339.82,331.49,337.14,792095
2023-12-22,334.25,334.86,330.08,333.63,860109
2023-12-23,330.63,337.67,331.87,334.05,180102
2023-12-24,330.7,337.69,330.71999999999997,333.4,256570
2023-12-25,336.68,340.09,332.23,335.19,701153
2023-12-26,332.71999999999997,333.98,328.58,332.38,787016
2023-12-27,334.59,336.38,331.62,334.96,167695
2023-12-28,341.63,342.66999999999996,336.03,341.59,531116
2023-12-29,342.34999999999997,345.65,338.41999999999996,341.65,621608
2023-12-30,342.68,348.15,337.8,343.76,217235
2023-12-31,345.46,347.69,341.84,347.02,540917
